#KEY,FIRST_PAGE,LAST_PAGE
journals/dm/FaudreeLS09,5891,5893
conf/idt/KhanTHKRC13,1,6
conf/w4a/Vega16,1,3
conf/ideal/MoshiriR04,437,442
conf/vl/TakedaKKSO92,255,257
journals/jcphy/YangXZ13,317,329
conf/trustcom/ChandraSGS12,722,729
series/lncs/BartocciFFR18,1,33
journals/jcm/DongSWY16,374,382
journals/amc/ChowM15,204,209
journals/dke/IzadiHH12,31,62
conf/igarss/SchwarzbachSK12,4082,4085
journals/tsmc/Kirvaitis74,218,220
conf/iccsa/Torres-RuizJLM16,95,110
journals/jnw/Khandker09,952,959
conf/apaqs/GuoL00,70,81
conf/iscas/ChiccaID04,357,60
conf/ifip9/Leslie16,123,141
books/daglib/0006155,1,708
conf/globecom/MerwadayG15,1,6
journals/ese/KitchenhamABBCKKSZZ08,97,121
conf/smc/HataKH98,4098,4103
conf/iccad/JayakumarK04,590,594
conf/waim/ChenL04,499,508
conf/pimrc/GautamLSCO17,1,7
conf/mswim/XuHTS11,17,26
conf/iecon/Antonino-DaviuP14,3361,3366
conf/dft/ChahalTRA16,1,6
journals/sj/KrupaFNVL16,974,983
conf/biostec/Gallego-JutglaS12,498,503
conf/icmcs/SchoffmannLTB09,659,662
conf/crv/GordonHA16,320,327
journals/cn/Turkheimer94,395,401
journals/speech/RiedhammerFH10,801,815
journals/tbc/BanelliBC01,123,136
journals/sj/NicanfarJBL14,629,640
conf/slt/RibasVL16,13,20
conf/iscc/RajalaR06,647,654
conf/ldk/AbeleMB17,1,9
conf/mhci/DayBM15,774,780
journals/sensors/Ramasubramanian09,9559,9571
journals/jcm/ZhangL09,463,471
conf/ivs/RenET13,533,540
journals/ieicet/IshizukaM05,2443,2444
journals/endm/FiolM07,95,102
phd/de/Kastner2010,1,207
journals/tit/SoriagaPS07,1416,1429
journals/mmor/KaczmarekKRSW07,451,473
journals/tib/MacMillanM11,31,43
conf/caip/MeierBMNH07,165,172
journals/ijais/CapelleveenPMTH16,18,31
journals/tkde/CoenenLA04,775,779
conf/fie/KemppainenHM17,1,5
conf/icassp/GuoKSWRSM18,5489,5493
journals/csys/Winckler94,361,391
conf/valuetools/SavardB19,15,22
conf/focs/Wiernik86,97,106
journals/computer/CarterB71,9,16
books/daglib/p/EderPR13,191,205
conf/iscas/BastariSP07,2319,2322
conf/ucc/ValenciaBR18,54,63
conf/cata/WangAA10,125,130
series/sci/SanchezM13a,183,199
journals/tec/CarvalhoFB01,623,630
phd/dnb/Bracher16,1,241
journals/icl/YangC12,1068,1071
journals/acj/AbelW81a,26,26
conf/asm/BaughD18,392,396
conf/aaai/Saraswat87,53,58
journals/ijmic/ImaeYZK09,255,262
journals/cgf/KrugerW05,685,693
conf/tsd/NeubergerGGHGB14,424,431
journals/isci/CastellanosBTRB16,42,59
journals/cphysics/HartingHCC05,97,109
journals/bioinformatics/MorkPCGJ14,392,397
conf/ipps/BelliH15,871,881
conf/mhci/NanavatiRRTKPT11,733,735
journals/rfc/rfc8466,1,158
journals/sac/PyaW15,543,559
conf/isi/WennerbergTPB07,373,373
journals/gandc/Doughty17,33,41
conf/europar/FranceschiMPBCC18,585,596
conf/africom/HerselmanG10,49,68
conf/forte/BravettiGPZ11,90,105
conf/gecco/GongWJD05,2105,2111
conf/smc/KeretnaHC13,3079,3082
conf/scalespace/Felsberg09,808,819
journals/i-jep/KunaHPSZ18,148,162
journals/ijssc/Nakashima12,201,208
conf/igarss/GuoQJZ08,1194,1197
reference/crypt/X11cc,254,254
journals/tcst/FangMWZ12,241,248
journals/tcom/YangLFXY16,1384,1398
conf/para/GunnelsG04,247,255
journals/tsi/Gramoli11,809,839
reference/gis/X08bn,32,32
conf/eucc/ZanasiM09,5070,5075
conf/ics/OoiKPEFV01,368,380
journals/jphonetics/SwertsK10,197,206
journals/ijmmsc/Xue05,2711,2718
conf/or/Lukaszewski02,365,370
conf/foiks/HorrocksV06,201,218
journals/acs/Menni17,664,708
conf/acl/MorenoDC13,153,158
conf/cscw/Giglitto15,86,89
conf/ipps/SeoT09,1,12
conf/mm/WangSYZ11,1233,1236
conf/cis/Liu15,83,86
conf/dagm/Zamperoni87,13,17
conf/npc/YaoCL13,71,82
conf/colt/SarkarCM10,295,307
journals/agis/LinZLZ17,118,130
conf/codes/AlbuquerqueCCSF99,198,202
conf/tableaux/HansenKMV17,115,132
conf/isqed/HwangKHCALY11,660,663
conf/aimech/HuHW16,1669,1173
conf/crypto/DinhMR11,761,779
journals/mlq/Cutland84,313,316
conf/icchp/IchikiSITIKMKKS18,220,224
conf/chinacom/LiWHLJL15,652,656
journals/ail/Parent11,75,98
conf/focs/BeckIL12,101,110
conf/isvc/WhytockBR13,119,128
conf/cgi/HilbertB04,274,277
journals/cin/WangW18,2,10
conf/bibe/HohnaDD08,1,7
journals/tamm/Simic07,259,259
conf/miccai/WesierskiC17,3,15
conf/dasc/ChoWCL13,469,474
conf/its/DionL92,422,435
conf/IEEEcca/BressanOB09,1799,1804
journals/jdfsl/Luoma12,111,114
conf/nss/AnadaRS16,363,379
journals/siamma/BaudelB17,4320,4376
conf/lcn/KellerWLBT11,957,965
journals/rfc/rfc1726,1,31
conf/xsede/ArafaBZB18,1,3
conf/f-egc/TisserantPR14,127,146
journals/login/X04,68,69
journals/sensors/KimJOOLIC16,812,812
conf/cnsm/EngelbrechtG15,29,35
reference/opt/Korhonen09,2503,2511
conf/isit/StojnicH07,261,265
journals/bioinformatics/ZhuHCKS05,4015,4021
conf/hci/Risden99,1098,1102
books/daglib/0081889,1,562
journals/jcam/PaulPM16,275,289
journals/logcom/BezhanishviliGL17,2136,2170
journals/ki/Vietze94,41,42
conf/nldb/PenasGV01,121,130
journals/pr/FischerSFRB15,331,343
conf/dawak/HongNB01,131,140
conf/caip/MuramatsuYSM09,229,236
conf/wfcs/FerrariFRPH14,1,10
conf/dagm/WeiH98,548,555
journals/endm/KawarabayashiO11,493,498
conf/whispers/MontcuquetHNDM10,1,4
conf/aime/AlpayNSLBRS95,307,318
conf/sigcse/Levitin05,171,175
conf/sswmc/BattiatoCGG00,510,515
journals/computer/Harasim99,44,49
conf/fgr/YangAKB15,1,8
conf/icip/ZhanZYHH13,1666,1670
journals/mscs/NegriP04,507,526
journals/jnca/DengZ17,45,57
conf/spieSR/Watkins96,274,285
journals/ijmi/IversenMLT13,47,57
conf/igarss/KhalidPM17,6243,6246
journals/toplas/AttieAE04,125,185
journals/jam/SunX12,1,12
conf/pdp/AbellanFA08,261,268
journals/twc/Bai013,2160,2170
conf/assets/BuzziBLT14,131,136
books/crc/p/YaoW14,255,302
journals/fac/EggertM17,1087,1120
journals/jssc/LawBL10a,2210,2210
journals/fss/BertoneJBB13,68,80
conf/ictc/OhBLK10,455,456
journals/tmc/ArefE18,1,15
conf/IEEEiwcia/MoriyamaIN17,74,79
journals/cn/SanchezOB16,41,61
journals/chb/Amichai-HamburgerF07,1033,1045
journals/siammax/Mayer12,979,999
conf/isbi/RenardY08,25,28
conf/ssiri/ZhangQGLYZ09,40,46
conf/sbcci/NagyPA07,245,250
conf/embc/SinceriCMMFF15,5103,5106
conf/icnc/LanZ10,96,100
journals/tcst/CakmakciU11,1168,1177
conf/taros/AngelesMABPV16,8,19
conf/hicss/XiaoSS03,276,276
conf/par/DunnJ88,153,162
journals/ieicet/NomuraMSM17a,2420,2431
journals/ijhci/Abdelnour-NoceraDS07,153,172
conf/cbs/ZhangLHCAHD17,257,261
journals/candc/ReddyVSSS06,120,126
reference/robo/HaddadinC16,1835,1874
conf/crv/Bak04,36,42
conf/cloudnet/NishiiTT18,1,4
journals/rsa/KarlinLY93,1,36
conf/apccas/LoyZKGY08,842,845
conf/ecis/FiglKK13,180,180
conf/icee/TianZ10,745,748
journals/ijmms/MurrellP96,127,144
journals/nar/GottliebTLVP96,151,154
conf/igarss/QuinnNG10,4385,4388
conf/acm/BaggaO91,633,633
journals/misq/KleinGD97,269,194
journals/tsp/SeghouaneF19,1838,1848
conf/gcc/ZhaoWDZX06,20,26
journals/tac/RojasAWGF12,860,874
journals/ivs/KoyluG17,309,331
journals/ieicet/KoshitaTAK08,3014,3021
conf/isorc/MatsuiKMMT99,129,132
conf/ijcnn/ChalimourdaSS00,200,205
journals/cii/ScuratiGFFBU18,68,79
journals/dagstuhl-reports/FiedlerMR12,1,25
conf/iih-msp/LeeSH07,43,46
conf/mmb/HasslingerH08,269,286
conf/compsac/AliY13,262,267
journals/displays/SolariCGS13,142,152
conf/ijcai/ChesaniMMT09,91,96
conf/icmcs/BertinoBBCCDPELMPFSZ99,1106,1109
conf/ict/JashniTA10,128,132
conf/bmvc/KanataniSN08,1,10
conf/ijcnn/LiZLCXZG14,1251,1258
journals/jvcir/AdjerohL97,183,208
conf/siggraph/Coleman99a,109,109
conf/ro-man/SimmonsK17,720,727
journals/jota/DengWC13,820,842
conf/jisbd/BenavidesCTS06,367,376
journals/tmi/ZhaoT92,446,452
conf/cost/LelongB10,273,286
series/ccn/HouYMYZHRS09,47,79
conf/simutools/YuanQM17,141,148
journals/cn/James97,1395,1404
conf/fpt/MencerPHL03,270,277
journals/puc/WaycottK03,30,43
conf/eScience/Kugler13,317,325
conf/amcc/PrabelA18,1778,1783
journals/ac/Pop04,193,248
conf/noms/SilvaM06,484,495
conf/amcc/RodonyiGB13,3057,3062
conf/metainformatics/CoronatoP04,179,191
conf/hsi/ChynalS16,451,457
books/daglib/0082362,1,953
journals/robotica/MartinezD98,37,45
conf/aiia/FerilliPAS17,87,100
conf/podc/AwerbuchCKMP91,153,163
conf/hpca/SkadronAS02,17,28
conf/pacbb/MorescoAUNNRM17,280,288
journals/ieicet/BaiNTM06,2955,2961
conf/adbis/AlatasA05,283,293
journals/ipl/Verbarg97,271,278
conf/multiclust/Babagholami-MohamadabadiZPS13,4,4
journals/tcom/Swiderski84,1287,1294
conf/dimacs/CaporossiHZ98,63,78
conf/ccs/RamchenW14,659,673
conf/tei/BarcikowskiKP11,395,396
journals/icl/ZhangZJY16,2149,2152
journals/ile/Dickey05,122,138
conf/vldb/EicklerGK95,18,29
conf/ecis/AslamCD12,142,142
journals/jors/LinY08,1109,1119
journals/cm/ParkHW11,104,111
conf/middleware/LiXCLLWLLD13,1,2
journals/cee/LuSL09,183,188
journals/ijfcs/TseL99,211,224
conf/eucc/ChadliOE09,4254,4259
conf/bmei/KimLJRKKKKKH08,497,499
conf/apsipa/MoungsriKK17,1524,1527
journals/siammax/BaiDC11,785,805
phd/dnb/Farber00,1,115
conf/iot360/PalMP14,339,346
conf/itcc/DuaKT05,26,31
journals/cbm/OliverDP05,782,790
books/daglib/0085241,1,665
journals/jct/HaaseK06,736,738
journals/ieicet/ChoiYM08,3998,4002
conf/mwcn/SinghXKGZ13,1,8
conf/ishpc/Dongarra03,1,9
conf/ijcai/DuXT17a,1617,1623
journals/aes/LjungbergOT06,814,825
conf/icmcs/XieL07,412,415
conf/delta/Le-TienP10,297,300
phd/de/Mayer2006,1,135
conf/bigdataconf/ChowdharyB15,2398,2403
conf/compsac/KomuroK98,330,337
journals/ijcgt/ThawonmasI08,1,9
conf/grc/MiyamotoO13,225,230
conf/ifip/HankinsMPH74,81,84
journals/ma/ZouC12,248,255
conf/coria/CabanacHBC10,83,98
journals/jsac/AnerousisGKKMMORS99,91,108
conf/iros/LuoC07,1987,1992
conf/icc/ShaoZZW07,2180,2185
journals/sj/MajiA19,885,893
conf/bigcom/LiSHC18,181,188
journals/et/NayeemR13,763,778
conf/aimech/BucherIGCSD16,452,456
journals/jasis/Chen03,392,39
conf/issac/Khanin01,202,209
conf/latin/GaspersGHR18,515,528
journals/esl/Harsha17,41,44
conf/dasfaa/TangYTOB09,616,630
conf/icaisc/GabryelR08,398,404
conf/iscc/KazantzidisG02,429,434
conf/isi/LaiGC17,78,82
conf/date/MahmoodPM14,1,6
conf/pimrc/HollandAOSA06,1,5
conf/iros/SchmidtH98,1230,1235
journals/cm/Skorin-KapovHMV04,49,55
journals/arc/Khargonekar18,207,210
journals/internet/Almeida14,65,69
conf/sgai/Arriola-RiosW11,196,209
conf/edm/GoldinG15,548,551
journals/ijbi/CordesJCN12,1,11
journals/jzusc/WuZC10,36,44
conf/igarss/ZanettiB17,3760,3763
conf/hpdc/Dinda01,384,383
conf/iceac/RamadanF11,1,5
conf/pimrc/SarigiannidisKE16,1,6
conf/ercimdl/AlewaetersGNRV00,507,511
conf/isit/SharmaDM11,1946,1950
conf/dalt/VosCPBCN05,72,88
conf/graphicsinterface/McCraeS09,95,102
journals/tec/HowardGBCA12,711,729
conf/esoa/GulyasLS06,50,65
journals/eswa/ChoiC06,137,144
journals/ieicet/YamamotoUTNM06,2962,2969
journals/cor/AhnP08,1660,1670
journals/ita/Latteux75,51,62
conf/iui/WangCSSA17,11,18
journals/dud/X13t,119,119
conf/nips/GrettonFTSSS07,585,592
conf/evoW/LiangZB15,491,503
journals/cais/Bui17,6,6
conf/pkc/BagherzandiJ10,480,498
conf/scam/ZhangMHH02,73,82
journals/bioinformatics/ChangCWHLYH16,3498,3500
journals/cogcom/SkowronRSKK14,872,891
conf/scvt/Phillipson14,18,23
conf/rcdl/BoikovZKS14,75,80
journals/ijcomsys/NingH12,1230,1241
conf/dihu/AfinoguenovaLMG18,324,25
conf/icassp/ChopraRE14,5021,5025
conf/icml/LiuZWY14,289,297
journals/ieeemm/PrattichizzoBMFTC07,84,91
conf/iimss/MurataOM09,499,509
journals/asc/Hullermeier11,1493,1505
conf/wacv/YiG17,36,41
books/sp/stdesign14/0001MADS14,109,129
conf/irma/KarjalainenS00,92,95
journals/sqj/FeldererR14,543,575
conf/assets/OhnishiMKT13,1,2
journals/tim/NateraRH13,377,391
conf/ficta/ShariefY14,43,50
journals/aarc/Sinai13,1607,1613
journals/scholarpedia/Holmes13,31016,31016
conf/dicta/AliP18,1,6
conf/atal/ShenBL06,529,536
journals/sensors/HanJSXW12,2026,2061
conf/miccai/ChamplebouxFBCB98,269,276
conf/jcis/ChaoYT02,1049,1051
conf/hpca/YoonMCRJE11,466,477
journals/ijoe/DurakbasaBRB15,14,19
journals/ijdmmm/SureshS19,1,18
conf/iwoca/Navarro12,274,279
journals/tim/BatziasS05,1395,1406
conf/ai/MokhovPD14,326,332
conf/prib/AhmedF09,1,12
journals/jcc/GhasemiFPD17,195,203
conf/seke/BoccalatteGGV04,45,50
conf/icassp/LiO04,705,708
conf/iscas/ZhangC15a,2221,2224
conf/dsn/AguileraKMMU07,677,686
conf/ectel/FreyMA17,398,403
journals/ejcon/CaladoKPPC01,248,286
conf/nma/BielinskaMWB18,334,341
journals/tfs/Yager16,590,599
journals/dke/SiL99,352,381
conf/cscw/Roback13,77,80
journals/twc/FrancisMA16,3616,3627
conf/isncc/NakamuraSMOI18,1,4
journals/ejwcn/YangT18,169,169
journals/cor/GangJ98,458,469
conf/eurodac/WuTWL94,277,281
journals/scheduling/DereniowskiK18,583,593
journals/rsl/LoweT15,192,205
conf/fgct/FongYH12,58,63
conf/cso/LiY12,423,427
journals/ecoi/ChonQCHTLCJCLCK13,58,72
conf/snpd/LiZZY15,403,409
conf/mobicom/MandkeDCNH07,11,18
conf/aughuman/IgarashiMO19,1,8
conf/ibpria/MoreoVSC05,667,674
conf/icc/Taha17,1,5
journals/siamrev/Jolly96,171,172
conf/webist/AbelHK08a,199,213
conf/ppsc/Berger87,182,194
journals/cma/GandomiYTD12,191,200
journals/prl/GaoL11,202,209
conf/asru/AnsariKSG17,754,761
conf/icde/TangZYHLHP12,186,197
conf/isscc/DecSK07,90,589
conf/ifip9/Leslie16,122,140
conf/igarss/GebhardtLKNK04,3767,3769
journals/algorithmica/HaramatyS16,630,653
conf/acl/PalaNJG12,9,13
journals/aslib/MatthewsJPMTGN10,447,465
conf/icig/LiuL09a,824,829
journals/amc/DaiLF15,414,430
conf/icip/DaiWY17,3641,3645
journals/pvldb/SimpsonST16,134,145
conf/spieSR/Dowe93,164,167
journals/staeors/ChengCLM18,629,639
journals/ec/CovoesHG16,293,317
journals/mta/BanoC16,7187,7210
conf/ieeehpcs/HorakRSKB16,1031,1032
journals/tjs/FanfakhCCG17,2369,2401
conf/bibm/JoshiCJK09,287,290
conf/upinlbs/ZhangPD16,61,67
conf/icgi/Casacuberta00,1,14
conf/icdar/NicolasDPH07,407,411
conf/cvpr/LauziereGF01,1163,1170
journals/tcbb/KentzoglanakisP12,359,372
journals/na/Verner10,383,396
conf/spdp/DengLX90,50,57
journals/eor/HuGL11,231,240
conf/iwsds/LeeKLCL10,85,95
conf/iwsc/SvajlenkoKR13,16,22
journals/ndjfl/Cowen77,243,247
journals/algorithmica/Freund17,440,458
journals/sigpro/BorgesMOPB08,1801,1816
conf/ecctd/BuonomoS11,242,245
conf/ijcai/Varsek91,1312,1317
journals/cacie/XuWEZQ18,209,219
conf/icpp/BuntinasMG06,487,496
journals/cpc/Sanders08,297,305
conf/soli/MarchetMPRT17,21,26
journals/cma/ZhaoPSSWYH12,588,600
journals/tcyb/WuSC18,3302,3312
conf/asplos/Massalin87,123,127
journals/sivp/ChungHL17,1041,1048
journals/simpra/GrouzSBK13,34,49
conf/lics/Fiore93,110,119
journals/cga/Singh19a,6,8
journals/ijsysc/GuFYT14,1357,1364
conf/iwann/MalutanVB09,988,991
conf/tbillc/Altshuler13,1,9
conf/iwcs/KoperSW15,40,45
journals/jcal/Cox13,86,106
journals/cbm/Wit15,149,149
journals/ieeesp/Chen17,51,57
journals/aslib/MacFarlane07,352,366
journals/jzusc/XiaoXJMQ17,519,534
conf/iih-msp/ChengSSL12,445,448
conf/eccv/WangS02,272,288
conf/fskd/ZhouMZL08,141,145
journals/ijfsa/Azar12,1,28
journals/jdi/GhoshhajraTCRP11,844,847
conf/wsc/LeyeU12a,1,2
journals/access/Zhong18,24997,25007
conf/aiia/NolfiP95,243,254
conf/fusion/WeiKBB09,1076,1083
journals/comcom/FiciliP99,199,210
journals/ijkl/KhoeiVAGA15,325,335
journals/jcamd/SgrignaniNCG15,441,450
journals/taslp/LiuniRMRR13,959,970
conf/cosn/WangEW15,209,219
conf/icsr/YuLG13,255,266
journals/pami/GaoTC13,92,104
journals/tit/ChuG03a,3072,3076
journals/jlp/BelleghemDS97,3,37
journals/icl/ZhaoLCQL14,983,986
conf/dcc/BurgesSM01,487,487
conf/amcc/HosoeH14,4973,4978
journals/vldb/HsiehTCY08,683,702
journals/fgcs/JlassiMAG19,392,406
conf/csee2/ZhangWLZZ11,72,77
journals/jcc/SateeshRS07,335,343
journals/ijmssc/MisraLS14,1350022,1350022
journals/anor/MousseauOO18,379,412
conf/ifip5-1/CuongDME15,238,247
journals/tnn/WebbS98,1155,1166
conf/iwqos/DongWS17,1,10
journals/jam/YuLLPJ14,1,10
journals/ett/LindseyC96,25,37
journals/tamm/GlasserL08,950,951
conf/wocn/SilvaGK10,1,6
conf/icetet/ThakareM13,104,105
conf/isspa/AsiEM12,1266,1271
conf/iconip/LiuRSOX18,169,180
journals/ijapr/JagtapK17,1,13
conf/nordichi/AslanBKA16,1,1
conf/ghtc/SoshinoM17,1,8
conf/cicc/LiaoDNK17,1,4
conf/wocc/ChenLMF16,1,4
conf/iccS/WeiZLG14,1289,1298
conf/rws/YilmazD12,235,238
journals/mr/MattilaLK12,165,179
journals/acj/LedecziBKS95,92,102
journals/ors/Uribe-SanchezSS11,751,786
conf/vast/ScharBJ05,143,150
journals/ijtm/EppingerV13,64,81
journals/siamsc/Logg04,1119,1141
conf/iscsct/TongG08,343,346
conf/amast/Kim08,253,267
conf/safecomp/LeeYL11,397,408
conf/ijcnn/ParkXDP06,581,586
conf/mmsp/PainterS01,187,192
conf/frocos/Dowek00,62,72
conf/sip/ZahradnikV05,195,198
conf/iciar/RoyB07,854,865
conf/prima/ScannapiecoGOC13,324,339
journals/comgeo/KahanS99,33,44
conf/hipc/EscuderDR07,119,132
conf/iwan/BellavistaCMS00,262,276
journals/sigpro/TsekeridouSNNTP01,1273,1293
conf/fast/JiangHPKLZ09,43,56
conf/iros/NguyenKRD14,1176,1181
journals/cga/Lichten84,25,28
conf/aaim/Borodin06,2,10
conf/hci/HaaseWTFBD14,27,38
journals/jsac/IwataHUEA04,1432,1442
conf/ifip12/IslamK06,401,410
conf/embc/AumannE18,5121,5124
conf/icassp/TzagkarakisBT05,413,416
conf/iccS/Botana03,801,810
conf/pimrc/Wallbaum02,1967,1971
conf/ijcai/KearnsMN99,1324,1231
conf/icpram/GkamasRHK15,278,283
conf/rtns/KlausFBU18,93,103
journals/wpc/ZhangHC98,291,299
conf/isit/SreekumarDP13,1471,1475
journals/access/ZhuangWLLWZ18,41928,41941
journals/tce/ChoiLNL16,39,44
conf/gpce/HuangZS05,309,326
conf/isorc/GherbiK07,412,419
conf/icpp/HoE89,14,18
conf/cdve/CounsellSB06,57,64
conf/pdpta/TagashiraSF04,1154,1160
journals/cad/UengLD98,791,805
journals/csi/MahmoodJSM13,6,29
conf/icdm/HoursFK16,454,461
journals/csda/WilderjansCM09,1086,1098
conf/iastedCI/ChandraO06,275,280
journals/tc/WangE12,1243,1255
journals/spic/VermaAK18,22,33
conf/webnet/ScheweW99,943,946
books/daglib/0005956,1,742
conf/dsn/SchiffTS16,114,120
conf/sensys/DuttaAKMMWW09,349,350
conf/alpit/SonPHP08,87,92
conf/eucc/NabihaM09,1048,1053
conf/itng/BaiS11,263,267
conf/caip/ThomasO13,196,203
journals/ngc/Nishino02,317,228
journals/mor/DantzigV78,102,103
journals/cj/OliverW83a,375,380
conf/mobility/KwagL06,47,47
conf/icann/NikolaevTS11,176,184
journals/neuroimage/KimCCBBB12,3178,3186
conf/acl-sighan/BaiX12,18,26
conf/siggraph/KeechBWA17,2,3
conf/mcm2/Jedrzejewski11,350,353
books/idea/encyclopedia2005/WaluyoST05,691,697
conf/cdc/TeglingGS15,7502,7509
conf/esiat/YongbinLLJ09,619,622
journals/tase/KimL16,1189,1199
journals/cad/LiuRLKSS14,20,39
journals/jkm/Chu16,364,385
conf/rcis/ForiteH14,2,13
journals/jcphy/MingTZ14,538,554
journals/cad/AlhanatyB01,168,183
conf/pdpta/Hadim99,2207,2210
conf/cccg/LiuN03,14,18
conf/edbt/Pelagatti88,588,589
conf/visapp/DanilovGAM16,162,168
journals/ijmmsc/KumarKN11,1,10
conf/icse/Cook78,281,287
conf/iciap/Mahonen99,1090,1095
conf/pimrc/ChoKK12,732,637
journals/neuroimage/NarayananFSSALB06,637,642
conf/ACISicis/KimKB05,74,79
journals/bioinformatics/PatrickBMLY15,2823,2829
journals/pvldb/RameshSJ11,1189,1200
journals/computer/Reisman17,97,99
conf/hybrid/LanotteMM19,87,98
journals/ijcm/Ariel09,2165,2180
journals/tbc/SeemaSSMR15,346,355
conf/socc/NasrallahLRDSBPSM13,284,289
conf/ppsc/ShadidT91,123,129
journals/emisaij/Clark18,2,4
journals/npa/RegoGOL16,29,54
conf/asist/MoralesZ15,1,10
journals/eswa/Zhang09,7519,7527
journals/cn/SameshimaK96,513,523
journals/neuroimage/ElmanPHFEGNLFMD17,91,100
journals/mcs/GraafSS04,117,126
conf/icassp/MatsunagaS98,697,700
journals/jct/Kahn96a,234,255
conf/imspa/RahmanRH13,142,146
conf/icppw/OlschanowskySMC10,189,196
conf/sigcse/BagertHHMMS99,346,347
conf/cf/DaiCLW15,1,8
conf/dagstuhl/YannakakisSLA13,46,60
conf/icadl/BainbridgeJMWJ08,295,304
conf/case/LiST12,353,357
journals/candie/LiXY11,858,864
conf/glvlsi/0001S93,27,31
books/daglib/p/ThalheimN15c,615,618
journals/ngc/Hasuo17,271,305
conf/ACMace/McCutcheonHD17,531,542
series/crm/LingZ11,446,452
journals/creativity/JacucciLW05,19,30
conf/siguccs/Berry89,317,320
conf/icee/Yan-boS10,2661,2663
journals/sac/CritchleyM16,325,332
conf/ifip12/SongDT10,72,81
conf/icdma/LiuSW11,813,816
conf/iccsa/Kang04a,735,742
conf/adbis/KalinichenkoSVK14,352,365
conf/ssiri/WangS12,43,44
conf/robio/XuCMLWZ13,2386,2391
journals/tamm/Vakil11,116,129
conf/globecom/Huang10,1,6
conf/staf/SalleGP16,436,444
journals/nar/MarkowitzCCSPGRJPHLPAMIK12,123,129
conf/ahs/EbrahimBIH12,259,263
journals/mj/ZlotnikovDBN11,1143,1150
reference/complexity/TeelSG09,4671,4696
journals/ijbdcn/InamdarBY18,46,66
conf/icfhr/DoetschKN14,279,284
journals/jolpe/WPAMR18,157,169
conf/cgiv/GijsenijGW08,231,234
conf/icsm2/MukherjeeCB18,157,168
journals/computer/Garber13b,16,19
conf/dihu/Juola12,246,247
journals/is/LacroixP83,217,229
journals/fss/Nguyen15,18,23
conf/host/RiaziDGK16,248,253
journals/tc/PriesterC81,884,888
journals/entcs/HuthP04,45,85
conf/iske/ZhouL17,1,6
journals/ijcv/ChuTCM17,372,391
conf/ifip3-7/Osorio02,155,166
journals/arobots/LangerT95,147,161
conf/adhoc-now/LiG10,149,162
journals/cacm/Frazelle19,43,45
conf/aid/GrecuB00,651,671
journals/software/GenuchtenH15,15,17
journals/automatica/ShihP08,2621,2627
journals/jsc/RoccoEPS11,23,33
conf/fsttcs/Jiang89,68,77
journals/cm/GalloKST18,194,201
journals/jsw/JinBD12,1187,1194
journals/jcam/SongJL16a,330,345
conf/icga/WhitleySF89,133,140
journals/tc/RachlinS08,175,187
journals/bioinformatics/DelmarRD05,502,508
conf/issre/PeterssonWRH01,340,345
conf/date/FeldS15,519,524
conf/lp/SuzukiKKTMN85,227,236
conf/visapp/FloresFL08,93,100
conf/oopsla/SpetkaRL03,98,99
conf/snpd/ZhangCYW07,487,490
conf/nodalida/PetterssonMN13,163,179
journals/tgrs/ChenW95,1207,1214
conf/lats/SchneiderK14,147,148
journals/transci/Keaton92,263,279
journals/jits/RakhaEA10,232,250
conf/agiledc/Hodgetts04,106,113
conf/issac/AdamsSW05,13,20
conf/icmcs/HuangYLSGX17,1159,1164
journals/ndjfl/Muzio76,429,437
journals/tie/YazidiHCBF11,4950,4959
conf/cnsm/AkueLS10,314,317
journals/ijhci/Alonso-RiosVMM10,53,74
conf/gcc/FengLGLC06,341,348
conf/ipccc/EgelandE10,281,288
journals/bsl/LongoS03,129,130
conf/cibse/SolerTFP07,210,223
journals/amc/SinghGMH16,266,277
conf/lssc/Gomez-IglesiasVCMM09,483,490
conf/sgda/SmithHSBS16,13,24
conf/iccvg/SmolkaSW04,387,393
conf/ausdm/LiLTPW11,119,124
conf/pdes/JokicLS12,175,180
journals/ahswn/Misic07b,175,178
series/lncs/MuhammadV09,55,72
journals/tsp/KunduBM96,3167,3169
journals/cacm/Patterson10,5,5
journals/ors/WozabalGH16,687,709
journals/nn/RiedelS92,459,463
journals/algorithmica/RanjanPGL00,288,306
conf/iros/SeoUWL10,6052,6057
conf/compcon/Egan90,205,207
journals/entropy/ZhuBSB15,4173,4201
journals/ijcv/GodinGMSY13,1,2
conf/kes/FekihMB17,1102,1111
journals/wwwj/Doherty97,5,13
journals/rfc/rfc32,1,1
conf/urai/RyuKY18,12,14
journals/ijon/OzasaLSHM14,291,298
conf/refsq/MahauxHS11,19,33
conf/icce/Weir02,840,843
journals/mia/GauriauCLB15,70,83
conf/bigdataconf/WuYYL16,1889,1894
conf/ectel/Despotakis10,19,24
conf/kdd/DuZCT17,1448,1457
journals/jrnal/SharmaYTS14,194,197
conf/wirtschaftsinformatik/Hausmann09,651,662
conf/amcis/MrdaljJ05,315,315
conf/aied/MaassPH15,247,256
conf/wcci/Bishop08,1,24
journals/tit/Zetterberg65,385,395
journals/mor/AhnCCF88,1,31
conf/visapp/MukherjeeBR16,575,581
journals/cmmm/Gantri14,1,7
conf/pkdd/NakagawaUA18,37,50
journals/tmm/TianTWG12,949,950
conf/sma/MelekK07,51,59
